studied_credits,imd_band_encoded,highest_education_encoded,before_course_click,sum_click,after_course_click,final_score
45,3,0,7.0,1093.0,1086.0,87.08
150,8,1,93.0,644.0,551.0,10.5
60,0,2,34.0,396.0,362.0,26.753254437869824
60,8,1,5.0,1376.0,1371.0,12.43
120,6,2,31.0,646.0,615.0,93.2
60,8,3,19.0,218.0,199.0,6.96
60,9,2,5.0,635.0,630.0,112.735
30,2,3,35.0,823.0,788.0,0.0
60,7,1,98.0,4028.0,3930.0,85.0
60,6,2,102.0,833.0,731.0,86.45
90,3,2,30.0,764.0,734.0,13.5
60,6,1,14.0,2579.0,2565.0,58.5
120,2,1,16.0,171.0,155.0,2.6
150,2,4,181.0,676.0,495.0,37.0
30,2,1,35.0,273.0,238.0,0.0
90,6,1,10.0,1145.0,1135.0,77.62
60,1,2,0.0,854.0,854.0,88.05
90,0,1,309.0,882.0,573.0,8.25
60,3,3,36.0,3040.0,3004.0,82.5
60,6,2,50.0,1409.0,1359.0,85.8
120,1,1,6.0,44.0,38.0,10.827691056910568
60,7,2,228.0,2993.0,2765.0,62.5
120,4,1,40.0,381.0,341.0,27.142666666666667
60,2,2,0.0,337.0,337.0,52.12
240,4,2,1.0,1.0,0.0,18.90915119363396
60,4,1,30.0,93.0,63.0,20.244642857142857
90,0,2,44.0,854.0,810.0,85.56
90,5,2,51.0,728.0,677.0,24.75
60,5,3,61.0,595.0,534.0,17.099999999999998
90,4,2,62.0,2061.0,1999.0,52.0
60,3,1,37.0,663.0,626.0,36.22377622377623
60,8,2,22.0,281.0,259.0,0.6
90,5,3,159.0,2188.0,2029.0,7.25
120,2,2,24.0,120.0,96.0,24.36342857142857
60,7,3,22.0,2298.0,2276.0,83.9
60,1,2,0.0,740.0,740.0,86.0
60,7,2,1.0,1.0,0.0,19.7685667752443
60,6,2,10.0,287.0,277.0,51.13999999999999
30,2,3,39.0,2431.0,2392.0,39.2
120,2,2,68.0,357.0,289.0,15.5
60,2,3,141.0,1170.0,1029.0,145.75
60,7,2,26.0,1773.0,1747.0,72.75999999999999
60,1,1,57.0,1790.0,1733.0,76.13
120,0,2,98.0,1480.0,1382.0,87.4
60,3,0,21.0,200.0,179.0,42.23
90,0,3,95.0,6952.0,6857.0,89.0
90,7,1,37.0,529.0,492.0,8.48
120,0,1,61.0,157.0,96.0,2.5
60,2,2,17.0,266.0,249.0,0.0
60,3,1,3.0,417.0,414.0,30.725000000000005
30,1,1,0.0,341.0,341.0,0.72
60,0,1,9.0,162.0,153.0,20.72
60,8,2,1.0,258.0,257.0,14.75
75,8,1,0.0,746.0,746.0,144.11
60,7,1,1.0,139.0,138.0,18.92
30,3,3,22.0,84.0,62.0,41.71143631436315
60,0,2,3.0,267.0,264.0,111.35
60,8,2,62.0,563.0,501.0,18.90915119363396
30,3,2,4.0,327.0,323.0,0.0
60,9,2,0.0,2523.0,2523.0,83.25
120,2,2,97.0,866.0,769.0,15.75
60,1,1,0.0,134.0,134.0,0.72
120,8,1,74.0,160.0,86.0,0.0
90,4,1,79.0,162.0,83.0,4.85
60,0,1,275.0,4845.0,4570.0,80.25
30,3,1,0.0,396.0,396.0,0.0
60,9,3,27.0,1342.0,1315.0,55.0
180,2,1,7.0,19.0,12.0,21.8089552238806
60,7,1,34.0,1030.0,996.0,42.295
90,0,2,404.0,8189.0,7785.0,95.75
90,0,2,94.0,2058.0,1964.0,61.5
120,1,2,53.0,1321.0,1268.0,92.12
60,8,1,163.0,2958.0,2795.0,56.0
60,6,1,0.0,654.0,654.0,2.0
60,6,2,84.0,2763.0,2679.0,91.8
120,6,2,95.0,1851.0,1756.0,58.75
150,0,3,74.0,2545.0,2471.0,47.5
60,6,3,261.0,3221.0,2960.0,156.85
60,7,1,14.0,488.0,474.0,72.4
30,7,2,72.0,493.0,421.0,0.0
60,9,2,0.0,589.0,589.0,67.95
60,8,2,122.0,10794.0,10672.0,86.19
60,5,1,193.0,1618.0,1425.0,90.03999999999999
120,1,1,3.0,570.0,567.0,82.73
30,4,2,6.0,611.0,605.0,65.7
90,3,2,88.0,332.0,244.0,14.300000000000002
30,9,2,30.0,785.0,755.0,13.86
30,2,1,6.0,707.0,701.0,0.0
60,2,2,441.0,2832.0,2391.0,70.0
60,2,1,101.0,787.0,686.0,28.5
30,2,1,9.0,988.0,979.0,15.62
120,7,2,46.0,1417.0,1371.0,66.21
30,8,2,49.0,232.0,183.0,0.0
120,5,2,14.0,1044.0,1030.0,17.25
60,8,1,0.0,320.0,320.0,0.0
120,5,2,19.0,19.0,0.0,18.90915119363396
120,4,3,1.0,266.0,265.0,51.81000000000001
75,4,2,58.0,383.0,325.0,20.244642857142857
60,1,1,39.0,663.0,624.0,42.84767123287671
120,3,2,247.0,815.0,568.0,38.900000000000006
60,3,2,0.0,912.0,912.0,70.2
90,9,1,86.0,271.0,185.0,17.96
120,8,1,165.0,453.0,288.0,13.95
120,2,2,64.0,1227.0,1163.0,84.75
60,3,2,94.0,3192.0,3098.0,82.0
120,4,2,75.0,1555.0,1480.0,151.25
60,1,2,107.0,852.0,745.0,20.762443438914023
60,2,1,317.0,4869.0,4552.0,87.25
150,9,1,42.0,385.0,343.0,6.88
60,3,2,111.0,2530.0,2419.0,92.6
60,5,2,6.0,527.0,521.0,88.1
180,2,1,342.0,3264.0,2922.0,80.6
30,6,2,51.0,582.0,531.0,36.753277310924375
30,5,1,0.0,910.0,910.0,0.0
120,6,2,0.0,2395.0,2395.0,74.75
120,0,2,292.0,1759.0,1467.0,184.78
90,8,2,260.0,447.0,187.0,11.75
60,7,2,124.0,1128.0,1004.0,32.125
30,1,1,2.0,41.0,39.0,0.0
60,5,3,204.0,5152.0,4948.0,89.5
60,3,3,83.0,704.0,621.0,114.8
60,5,3,2.0,6.0,4.0,9.354555555555557
60,4,3,173.0,2756.0,2583.0,77.5
60,4,2,0.0,16.0,16.0,15.7
60,2,1,3.0,1326.0,1323.0,70.03999999999999
60,3,1,6.0,745.0,739.0,80.89
120,8,3,52.0,2722.0,2670.0,78.31
60,2,1,0.0,101.0,101.0,49.73075284090908
60,1,1,0.0,127.0,127.0,2.85
120,8,1,0.0,656.0,656.0,72.8
120,7,2,0.0,27.0,27.0,0.0
90,5,1,537.0,3344.0,2807.0,83.1
60,8,1,145.0,286.0,141.0,20.58634969325153
60,7,2,97.0,566.0,469.0,64.0
60,2,2,46.0,298.0,252.0,47.91
120,2,1,40.0,370.0,330.0,10.827691056910568
120,4,2,27.0,852.0,825.0,58.25
90,6,1,104.0,610.0,506.0,19.5
60,6,2,1.0,96.0,95.0,12.589999999999998
60,0,1,27.0,2261.0,2234.0,147.925
60,4,2,100.0,916.0,816.0,78.95
60,3,2,6.0,255.0,249.0,39.15
120,7,1,8.0,394.0,386.0,20.58634969325153
30,2,1,33.0,1100.0,1067.0,144.25
60,1,1,34.0,396.0,362.0,26.753254437869824
60,0,3,67.0,747.0,680.0,20.60275423728813
150,3,2,2.0,927.0,925.0,59.88
60,6,1,70.0,6915.0,6845.0,84.0
120,5,1,261.0,8782.0,8521.0,59.25
120,9,2,0.0,125.0,125.0,14.0
60,3,1,0.0,263.0,263.0,72.79
60,3,1,39.0,1083.0,1044.0,51.98000000000001
120,2,1,107.0,852.0,745.0,20.762443438914023
30,9,2,52.0,664.0,612.0,86.16
150,4,2,36.0,273.0,237.0,28.25
60,2,1,127.0,1963.0,1836.0,178.75
30,8,1,0.0,311.0,311.0,0.0
30,0,1,53.0,530.0,477.0,98.76
90,2,0,36.0,2344.0,2308.0,76.5
150,0,3,310.0,1417.0,1107.0,12.25
60,8,2,84.0,1294.0,1210.0,80.8
90,6,2,409.0,5882.0,5473.0,65.0
120,9,2,20.0,1962.0,1942.0,85.5
30,6,1,79.0,1912.0,1833.0,86.44
60,8,3,145.0,2697.0,2552.0,92.88
60,9,1,0.0,2716.0,2716.0,58.25
60,9,1,94.0,1056.0,962.0,39.16
150,2,4,51.0,51.0,0.0,10.827691056910568
60,2,2,1.0,1164.0,1163.0,89.32
120,2,1,73.0,1364.0,1291.0,31.58
60,0,1,15.0,801.0,786.0,40.440000000000005
60,9,1,34.0,190.0,156.0,10.0
60,2,2,150.0,3884.0,3734.0,88.75
90,7,2,150.0,593.0,443.0,103.0
90,0,2,0.0,68.0,68.0,3.15
60,6,2,20.0,1091.0,1071.0,80.0
30,7,1,0.0,419.0,419.0,0.0
30,8,1,0.0,376.0,376.0,0.0
120,5,2,121.0,1623.0,1502.0,90.6
30,7,1,222.0,640.0,418.0,0.0
60,2,2,70.0,3102.0,3032.0,88.25
60,1,1,85.0,774.0,689.0,21.8089552238806
60,4,2,9.0,318.0,309.0,77.02
60,1,1,5.0,267.0,262.0,57.91999999999999
60,1,1,1.0,195.0,194.0,11.65
60,5,3,26.0,154.0,128.0,9.25
60,2,3,182.0,2884.0,2702.0,69.25
120,2,2,59.0,1049.0,990.0,76.9
60,4,2,62.0,738.0,676.0,19.725
90,0,3,167.0,2683.0,2516.0,63.0
30,3,3,0.0,289.0,289.0,0.0
60,2,2,0.0,85.0,85.0,21.8089552238806
120,1,2,0.0,63.0,63.0,47.21
150,9,3,58.0,4464.0,4406.0,81.75
120,5,1,0.0,103.0,103.0,20.244642857142857
120,8,2,0.0,326.0,326.0,123.2
60,2,1,145.0,1496.0,1351.0,37.7
60,3,1,0.0,220.0,220.0,116.3
60,1,3,24.0,1463.0,1439.0,47.0
120,9,1,0.0,38.0,38.0,33.01819248826291
60,2,1,34.0,233.0,199.0,10.145049504950494
60,5,1,201.0,2566.0,2365.0,171.35
120,1,2,108.0,431.0,323.0,59.39
90,2,3,37.0,1948.0,1911.0,191.64
30,2,1,6.0,6.0,0.0,0.0
120,5,1,15.0,2653.0,2638.0,72.25
120,0,2,3.0,210.0,207.0,42.84767123287671
60,5,2,15.0,1541.0,1526.0,71.9
30,7,1,0.0,348.0,348.0,0.0
120,3,1,72.0,2213.0,2141.0,69.75
120,2,1,114.0,174.0,60.0,1.8
90,2,1,139.0,5177.0,5038.0,44.75
60,6,1,0.0,1419.0,1419.0,47.25
60,9,2,34.0,2271.0,2237.0,64.75
60,7,1,132.0,1124.0,992.0,35.25
90,3,2,11.0,995.0,984.0,181.225
90,6,2,35.0,410.0,375.0,9.354555555555557
30,8,2,0.0,54.0,54.0,0.0
60,1,2,20.0,1443.0,1423.0,10.0
60,5,2,5.0,1731.0,1726.0,113.18000000000002
60,1,2,23.0,1394.0,1371.0,71.25
60,7,1,37.0,2215.0,2178.0,61.4
120,2,2,9.0,2464.0,2455.0,89.0
60,1,2,65.0,294.0,229.0,19.7685667752443
120,1,2,9.0,204.0,195.0,24.05
60,9,3,151.0,1951.0,1800.0,178.05
60,1,2,122.0,370.0,248.0,24.36342857142857
60,1,3,4.0,4532.0,4528.0,81.5
180,0,2,0.0,302.0,302.0,7.0
60,5,2,0.0,729.0,729.0,58.28999999999999
60,1,1,0.0,81.0,81.0,0.0
60,9,2,152.0,5257.0,5105.0,80.67
60,3,1,0.0,886.0,886.0,62.43999999999999
60,2,1,10.0,82.0,72.0,7.0
60,3,2,24.0,332.0,308.0,65.13
60,1,1,223.0,816.0,593.0,19.0
60,2,1,0.0,25.0,25.0,16.720334928229665
90,0,1,162.0,1420.0,1258.0,42.25
60,8,1,260.0,2078.0,1818.0,149.5
120,5,1,0.0,317.0,317.0,86.61
60,6,2,27.0,1119.0,1092.0,92.6
150,5,3,0.0,12.0,12.0,20.58634969325153
90,9,1,10.0,550.0,540.0,18.0
60,6,2,0.0,360.0,360.0,30.90116477272727
60,5,2,56.0,502.0,446.0,122.8
60,3,1,62.0,1190.0,1128.0,171.675
60,8,2,58.0,4431.0,4373.0,91.75
120,8,2,118.0,1383.0,1265.0,121.29000000000002
60,6,2,32.0,1767.0,1735.0,47.75
60,3,2,0.0,2222.0,2222.0,173.3
30,8,2,78.0,1154.0,1076.0,0.0
30,5,1,46.0,484.0,438.0,0.0
30,6,2,46.0,581.0,535.0,0.0
60,2,1,0.0,3667.0,3667.0,77.5
60,5,2,34.0,233.0,199.0,10.145049504950494
120,6,1,2.0,200.0,198.0,18.90915119363396
75,1,2,64.0,480.0,416.0,16.939143426294823
30,2,1,10.0,10.0,0.0,0.0
60,1,1,29.0,675.0,646.0,73.62
150,2,2,12.0,348.0,336.0,4.109999999999999
60,4,1,10.0,435.0,425.0,51.19
120,8,3,138.0,198.0,60.0,20.58634969325153
120,2,0,6.0,26.0,20.0,19.7685667752443
60,9,1,32.0,658.0,626.0,56.68
60,1,1,1.0,1205.0,1204.0,126.59999999999998
60,5,1,81.0,518.0,437.0,73.72
60,2,1,2.0,4170.0,4168.0,72.25
30,2,1,31.0,291.0,260.0,0.0
120,2,3,78.0,589.0,511.0,55.475
60,5,1,35.0,312.0,277.0,31.51
90,1,2,125.0,1636.0,1511.0,71.56
60,0,1,83.0,861.0,778.0,11.0
120,4,2,107.0,852.0,745.0,20.762443438914023
120,4,2,35.0,410.0,375.0,9.354555555555557
30,2,3,33.0,1440.0,1407.0,181.73
60,9,2,1.0,28.0,27.0,36.753277310924375
60,9,2,0.0,44.0,44.0,34.95
120,3,2,0.0,109.0,109.0,16.939143426294823
90,3,2,35.0,410.0,375.0,9.354555555555557
60,1,1,0.0,475.0,475.0,91.55
60,7,2,49.0,1669.0,1620.0,47.0
90,3,1,479.0,5748.0,5269.0,86.08
180,1,1,62.0,563.0,501.0,18.90915119363396
60,5,2,7.0,300.0,293.0,18.31
90,5,2,58.0,354.0,296.0,20.58634969325153
60,2,3,505.0,6301.0,5796.0,79.75
60,0,1,15.0,263.0,248.0,67.83
120,2,2,25.0,230.0,205.0,16.65823529411765
60,3,2,24.0,911.0,887.0,101.84
60,8,2,159.0,1202.0,1043.0,171.65
120,1,2,0.0,30.0,30.0,0.0
90,9,2,105.0,1268.0,1163.0,135.825
30,3,1,45.0,1605.0,1560.0,87.80000000000001
120,4,3,0.0,370.0,370.0,29.25
60,9,1,42.0,1756.0,1714.0,86.0
60,3,1,14.0,651.0,637.0,5.5
60,6,2,10.0,225.0,215.0,24.36342857142857
60,7,2,125.0,2646.0,2521.0,77.92
60,0,2,2.0,2109.0,2107.0,80.06
60,9,3,24.0,669.0,645.0,187.8
120,9,1,27.0,31.0,4.0,20.58634969325153
30,2,1,9.0,138.0,129.0,0.0
60,7,3,0.0,3.0,3.0,9.354555555555557
90,5,2,12.0,3114.0,3102.0,92.72
30,0,1,2.0,881.0,879.0,0.0
30,8,2,5.0,1320.0,1315.0,0.0
60,6,3,0.0,3648.0,3648.0,93.59
120,0,1,18.0,230.0,212.0,47.690000000000005
60,5,3,2.0,243.0,241.0,14.72
240,4,1,58.0,358.0,300.0,10.0
60,3,2,0.0,1610.0,1610.0,83.30000000000001
120,1,2,247.0,3623.0,3376.0,83.35
120,5,2,31.0,256.0,225.0,16.720334928229665
60,0,2,0.0,529.0,529.0,61.4
60,1,1,528.0,1012.0,484.0,8.25
60,3,2,0.0,2219.0,2219.0,72.80000000000001
60,5,2,63.0,856.0,793.0,26.774999999999995
30,0,3,0.0,21.0,21.0,0.0
60,8,1,40.0,370.0,330.0,10.827691056910568
30,1,2,7.0,764.0,757.0,0.0
60,4,2,111.0,426.0,315.0,6.44
150,5,3,60.0,1661.0,1601.0,87.75
30,2,3,14.0,1174.0,1160.0,19.65
90,0,3,392.0,8537.0,8145.0,194.3
90,3,2,65.0,700.0,635.0,154.75
30,6,1,8.0,462.0,454.0,9.88
30,9,1,0.0,743.0,743.0,0.0
60,5,1,120.0,250.0,130.0,31.48684210526316
180,6,2,44.0,428.0,384.0,36.75
60,0,1,67.0,747.0,680.0,20.60275423728813
180,6,2,82.0,145.0,63.0,0.0
150,8,3,235.0,662.0,427.0,20.244642857142857
60,7,2,214.0,1224.0,1010.0,115.6
60,7,2,68.0,2038.0,1970.0,85.75
30,6,2,2.0,917.0,915.0,63.36
150,3,1,0.0,194.0,194.0,37.380434782608695
60,3,3,5.0,369.0,364.0,4.34
240,0,2,24.0,426.0,402.0,20.83
60,2,1,10.0,672.0,662.0,85.33
30,2,3,12.0,96.0,84.0,0.0
120,6,2,2.0,584.0,582.0,128.875
60,1,1,0.0,1428.0,1428.0,55.7
150,4,2,19.0,92.0,73.0,4.01
30,7,3,20.0,691.0,671.0,82.28
90,0,3,32.0,963.0,931.0,36.5
90,7,4,26.0,1331.0,1305.0,60.04
60,2,2,261.0,4036.0,3775.0,96.75
60,1,2,25.0,230.0,205.0,16.65823529411765
30,7,2,2.0,277.0,275.0,17.740000000000002
190,2,2,43.0,2223.0,2180.0,52.0
90,3,1,0.0,745.0,745.0,58.61000000000001
30,4,3,0.0,940.0,940.0,58.6
180,4,2,34.0,426.0,392.0,79.3
60,7,1,30.0,2694.0,2664.0,86.5
60,1,1,13.0,3964.0,3951.0,87.75
90,3,3,9.0,9.0,0.0,49.73075284090908
120,7,1,25.0,174.0,149.0,13.85
70,0,1,84.0,408.0,324.0,38.46
60,8,3,314.0,1958.0,1644.0,144.25
120,1,2,105.0,3322.0,3217.0,84.5
120,5,2,21.0,2245.0,2224.0,77.25
60,4,1,3.0,67.0,64.0,10.145049504950494
120,7,2,104.0,3348.0,3244.0,75.75
30,4,1,31.0,328.0,297.0,0.0
60,3,2,30.0,1586.0,1556.0,90.44
60,9,4,5.0,3918.0,3913.0,92.5
120,2,1,340.0,10002.0,9662.0,88.5
60,5,2,0.0,133.0,133.0,74.1
60,2,1,51.0,813.0,762.0,29.35
90,0,2,0.0,263.0,263.0,19.75
60,2,1,2.0,37.0,35.0,29.15427927927928
120,4,2,6.0,670.0,664.0,94.82999999999998
60,9,1,2.0,1268.0,1266.0,57.25
60,2,2,27.0,1150.0,1123.0,76.54
60,4,2,14.0,1024.0,1010.0,38.0
90,1,1,10.0,10.0,0.0,9.354555555555557
60,2,1,175.0,15002.0,14827.0,85.5
60,2,1,35.0,392.0,357.0,18.066869158878504
180,4,1,31.0,4052.0,4021.0,114.36
60,3,1,78.0,431.0,353.0,35.480000000000004
60,9,4,72.0,3986.0,3914.0,73.25
120,9,2,73.0,195.0,122.0,18.90915119363396
60,1,2,0.0,27.0,27.0,9.354555555555557
120,9,3,30.0,318.0,288.0,24.36342857142857
60,7,2,4.0,110.0,106.0,30.0
60,2,1,208.0,2747.0,2539.0,78.72
60,2,3,31.0,256.0,225.0,16.720334928229665
60,0,1,112.0,2081.0,1969.0,121.05
30,4,1,3.0,1964.0,1961.0,91.08
60,9,3,131.0,1271.0,1140.0,112.835
60,3,2,28.0,518.0,490.0,65.53
60,2,2,171.0,1607.0,1436.0,109.75
60,4,1,210.0,4400.0,4190.0,90.0
60,5,1,0.0,131.0,131.0,2.45
60,0,1,57.0,617.0,560.0,36.175
60,4,1,39.0,432.0,393.0,1.4
120,0,2,65.0,294.0,229.0,19.7685667752443
120,7,3,6.0,220.0,214.0,87.07000000000001
120,2,2,62.0,563.0,501.0,18.90915119363396
120,3,1,74.0,171.0,97.0,18.90915119363396
120,1,3,12.0,268.0,256.0,33.68
180,2,3,232.0,1003.0,771.0,19.75
120,0,1,1.0,52.0,51.0,0.98
60,6,1,353.0,3239.0,2886.0,21.75
90,5,2,7.0,2027.0,2020.0,90.12
90,1,2,32.0,32.0,0.0,10.827691056910568
60,0,1,0.0,1453.0,1453.0,67.26
60,2,2,31.0,458.0,427.0,30.90116477272727
30,5,2,57.0,2145.0,2088.0,66.38
90,2,1,6.0,388.0,382.0,9.77
120,0,2,31.0,403.0,372.0,34.0
90,5,3,7.0,276.0,269.0,115.54500000000002
60,2,1,303.0,7074.0,6771.0,92.25
60,1,1,25.0,230.0,205.0,16.65823529411765
30,3,1,243.0,1888.0,1645.0,0.0
90,4,1,204.0,1692.0,1488.0,77.545
60,2,2,6.0,21.0,15.0,0.0
60,1,1,73.0,251.0,178.0,73.14
150,7,3,0.0,1176.0,1176.0,75.0
60,7,1,11.0,873.0,862.0,22.0
30,2,1,254.0,567.0,313.0,0.0
120,2,1,122.0,5605.0,5483.0,82.0
60,1,3,0.0,587.0,587.0,71.9
60,7,1,2.0,65.0,63.0,44.6
120,5,2,12.0,186.0,174.0,0.0
90,3,2,35.0,410.0,375.0,9.354555555555557
60,3,2,0.0,812.0,812.0,52.69
180,6,1,16.0,616.0,600.0,96.875
30,5,1,0.0,566.0,566.0,0.0
120,0,2,480.0,11622.0,11142.0,95.75
120,3,1,114.0,605.0,491.0,49.0
60,4,1,6.0,1034.0,1028.0,142.04500000000002
60,2,2,44.0,1107.0,1063.0,75.09
60,7,1,135.0,293.0,158.0,5.6
60,7,3,43.0,1355.0,1312.0,71.56
90,8,2,12.0,12.0,0.0,29.15427927927928
60,3,1,35.0,410.0,375.0,9.354555555555557
60,9,3,62.0,6851.0,6789.0,67.0
60,9,2,24.0,1534.0,1510.0,100.44
60,9,2,30.0,392.0,362.0,84.24
30,3,1,0.0,44.0,44.0,0.0
90,4,2,435.0,3895.0,3460.0,88.48
60,4,1,0.0,188.0,188.0,20.0
60,7,2,12.0,44.0,32.0,3.0
30,1,3,0.0,388.0,388.0,14.4
120,3,2,1.0,1240.0,1239.0,81.18
120,3,2,0.0,557.0,557.0,69.97
60,5,2,14.0,1200.0,1186.0,89.8
60,8,4,283.0,1053.0,770.0,60.79999999999999
120,2,1,85.0,774.0,689.0,21.8089552238806
60,6,1,8.0,410.0,402.0,22.35
120,0,1,5.0,550.0,545.0,14.13
120,2,2,31.0,256.0,225.0,16.720334928229665
120,9,1,31.0,256.0,225.0,16.720334928229665
30,4,1,0.0,102.0,102.0,0.0
130,5,2,0.0,651.0,651.0,29.2
120,0,1,35.0,392.0,357.0,18.066869158878504
240,4,1,22.0,1636.0,1614.0,88.045
120,5,3,0.0,512.0,512.0,95.09999999999998
60,3,3,8.0,838.0,830.0,69.29
60,5,1,186.0,2596.0,2410.0,82.91
30,1,1,3.0,182.0,179.0,5.08
60,0,1,0.0,3.0,3.0,18.90915119363396
120,2,2,34.0,233.0,199.0,10.145049504950494
30,1,2,0.0,314.0,314.0,0.0
30,6,3,16.0,16.0,0.0,24.36342857142857
70,1,2,21.0,312.0,291.0,8.75
60,2,2,2.0,747.0,745.0,102.28
60,0,1,19.0,2684.0,2665.0,161.36
120,9,2,0.0,4345.0,4345.0,78.75
30,8,2,0.0,395.0,395.0,0.0
60,5,1,0.0,445.0,445.0,60.7
60,9,2,0.0,171.0,171.0,27.02
30,7,1,37.0,663.0,626.0,36.22377622377623
120,2,1,67.0,747.0,680.0,20.60275423728813
60,2,2,72.0,879.0,807.0,32.57
60,4,2,8.0,538.0,530.0,116.675
120,0,2,0.0,799.0,799.0,79.04
60,5,2,34.0,999.0,965.0,92.9
60,3,2,312.0,2018.0,1706.0,88.88
60,8,2,67.0,747.0,680.0,20.60275423728813
60,3,1,87.0,406.0,319.0,3.65
60,7,2,55.0,2307.0,2252.0,86.0
90,0,2,85.0,774.0,689.0,21.8089552238806
30,0,2,0.0,318.0,318.0,0.0
60,0,2,61.0,2623.0,2562.0,186.7
60,5,3,7.0,1255.0,1248.0,101.34
60,3,2,72.0,3651.0,3579.0,80.0
60,7,2,116.0,304.0,188.0,15.6
90,7,1,35.0,410.0,375.0,9.354555555555557
30,0,1,161.0,1261.0,1100.0,0.0
60,6,1,201.0,1846.0,1645.0,71.31
120,7,2,249.0,2359.0,2110.0,54.0
60,5,3,44.0,1317.0,1273.0,163.97
120,6,0,58.0,383.0,325.0,20.244642857142857
120,2,3,12.0,653.0,641.0,89.68
60,0,2,322.0,5838.0,5516.0,82.75
90,3,1,20.0,1155.0,1135.0,12.050000000000002
120,1,3,1.0,819.0,818.0,155.01
30,4,2,0.0,2062.0,2062.0,0.0
30,1,1,12.0,394.0,382.0,0.0
60,3,1,119.0,281.0,162.0,16.939143426294823
60,1,3,237.0,3907.0,3670.0,59.75
60,3,2,0.0,172.0,172.0,0.88
75,7,1,0.0,332.0,332.0,56.43
60,2,2,31.0,458.0,427.0,30.90116477272727
120,1,3,215.0,3997.0,3782.0,55.5
60,0,1,0.0,94.0,94.0,2.0
90,6,2,301.0,3274.0,2973.0,123.62
120,8,2,48.0,202.0,154.0,5.8
60,3,2,1.0,93.0,92.0,46.12
120,5,1,18.0,784.0,766.0,151.925
60,9,2,30.0,683.0,653.0,27.675
60,0,2,40.0,381.0,341.0,27.142666666666667
60,4,2,24.0,579.0,555.0,78.44
60,2,2,12.0,737.0,725.0,74.14
90,2,2,4.0,1353.0,1349.0,170.05
120,3,2,6.0,1163.0,1157.0,154.095
90,7,1,0.0,4.0,4.0,13.75
60,2,2,201.0,4836.0,4635.0,98.84
120,2,1,0.0,298.0,298.0,34.73
30,7,1,0.0,277.0,277.0,0.0
60,1,2,44.0,1325.0,1281.0,80.15
120,6,1,25.0,230.0,205.0,16.65823529411765
30,2,1,0.0,1651.0,1651.0,0.0
60,2,2,0.0,1.0,1.0,0.0
120,1,2,4.0,71.0,67.0,18.90915119363396
60,4,1,41.0,1955.0,1914.0,60.0
180,1,2,57.0,915.0,858.0,20.762443438914023
90,5,1,24.0,756.0,732.0,16.0
90,0,1,2.0,404.0,402.0,60.565
60,6,2,36.0,358.0,322.0,6.34
60,6,2,523.0,2940.0,2417.0,151.05
90,2,1,0.0,19.0,19.0,16.939143426294823
60,2,1,31.0,256.0,225.0,16.720334928229665
120,1,2,136.0,3367.0,3231.0,88.5
60,4,1,8.0,50.0,42.0,2.0
60,6,0,26.0,330.0,304.0,3.5
60,9,2,25.0,2245.0,2220.0,78.5
60,5,1,14.0,129.0,115.0,18.066869158878504
90,8,1,98.0,687.0,589.0,164.475
60,7,2,124.0,2663.0,2539.0,74.19
195,2,1,7.0,82.0,75.0,4.75
90,9,1,74.0,469.0,395.0,31.440000000000005
60,9,2,16.0,414.0,398.0,139.55
60,4,2,75.0,1454.0,1379.0,66.8
60,8,3,35.0,392.0,357.0,18.066869158878504
60,1,2,5.0,553.0,548.0,112.2
60,4,1,1.0,1.0,0.0,29.15427927927928
120,3,3,0.0,43.0,43.0,32.034018987341774
120,1,1,14.0,153.0,139.0,3.75
60,7,2,23.0,99.0,76.0,3.5
60,2,2,31.0,3440.0,3409.0,93.6
60,0,3,58.0,354.0,296.0,20.58634969325153
90,2,3,14.0,204.0,190.0,14.75
60,5,2,7.0,492.0,485.0,63.88
60,2,3,84.0,1274.0,1190.0,40.25
120,9,2,85.0,377.0,292.0,62.25
30,4,1,1.0,1500.0,1499.0,0.0
60,5,2,83.0,4458.0,4375.0,83.0
60,9,2,8.0,1781.0,1773.0,89.0
60,5,2,0.0,29.0,29.0,10.145049504950494
60,4,1,57.0,417.0,360.0,72.9
30,5,1,5.0,59.0,54.0,0.88
60,8,1,0.0,314.0,314.0,54.870000000000005
60,6,2,18.0,3029.0,3011.0,86.0
60,0,2,45.0,1140.0,1095.0,76.3
60,2,1,28.0,4447.0,4419.0,78.5
60,8,3,391.0,2947.0,2556.0,162.0
30,8,3,36.0,1982.0,1946.0,84.32
60,4,3,93.0,1927.0,1834.0,125.07
30,8,3,0.0,749.0,749.0,146.17000000000002
60,2,1,7.0,8.0,1.0,18.066869158878504
60,2,3,68.0,1184.0,1116.0,79.93
60,2,3,184.0,2838.0,2654.0,183.05
30,5,2,15.0,1802.0,1787.0,88.38
60,4,2,1.0,85.0,84.0,7.0
60,8,2,21.0,1832.0,1811.0,73.68
60,2,3,226.0,2226.0,2000.0,62.84
60,6,2,0.0,363.0,363.0,73.05
120,9,3,1.0,156.0,155.0,19.8
120,0,3,34.0,233.0,199.0,10.145049504950494
90,3,1,163.0,748.0,585.0,0.88
60,6,1,0.0,209.0,209.0,0.0
60,4,2,34.0,2757.0,2723.0,67.0
120,3,2,62.0,563.0,501.0,18.90915119363396
90,1,2,125.0,1332.0,1207.0,14.28
180,3,2,67.0,747.0,680.0,20.60275423728813
